sentence_type,item_id,condition,full_sentence
subject_pg_full,7,plusF_plusG1_plusG2,She heard who the rumor about is going to please soon.
subject_pg_full,7,plusF_plusG1_minusG2,She heard who the rumor about is going to please Tom soon.
subject_pg_full,7,plusF_minusG1_plusG2,She heard who the rumor about the director is going to please soon.
subject_pg_full,7,plusF_minusG1_minusG2,She heard who the rumor about the director is going to please Tom soon.
subject_pg_full,7,minusF_plusG1_plusG2,She heard that the rumor about is going to please soon.
subject_pg_full,7,minusF_plusG1_minusG2,She heard that the rumor about is going to please Tom soon.
subject_pg_full,7,minusF_minusG1_plusG2,She heard that the rumor about the director is going to please soon.
subject_pg_full,7,minusF_minusG1_minusG2,She heard that the rumor about the director is going to please Tom soon.
subject_pg_full,8,plusF_plusG1_plusG2,They believe who the discussion about is expected to concern eventually.
subject_pg_full,8,plusF_plusG1_minusG2,They believe who the discussion about is expected to concern Paul eventually.
subject_pg_full,8,plusF_minusG1_plusG2,They believe who the discussion about the critic is expected to concern eventually.
subject_pg_full,8,plusF_minusG1_minusG2,They believe who the discussion about the critic is expected to concern Paul eventually.
subject_pg_full,8,minusF_plusG1_plusG2,They believe that the discussion about is expected to concern eventually.
subject_pg_full,8,minusF_plusG1_minusG2,They believe that the discussion about is expected to concern Paul eventually.
subject_pg_full,8,minusF_minusG1_plusG2,They believe that the discussion about the critic is expected to concern eventually.
subject_pg_full,8,minusF_minusG1_minusG2,They believe that the discussion about the critic is expected to concern Paul eventually.
subject_pg_full,9,plusF_plusG1_plusG2,The report suggested who the painting of will probably fascinate soon.
subject_pg_full,9,plusF_plusG1_minusG2,The report suggested who the painting of will probably fascinate Nina soon.
subject_pg_full,9,plusF_minusG1_plusG2,The report suggested who the painting of the professor will probably fascinate soon.
subject_pg_full,9,plusF_minusG1_minusG2,The report suggested who the painting of the professor will probably fascinate Nina soon.
subject_pg_full,9,minusF_plusG1_plusG2,The report suggested that the painting of will probably fascinate soon.
subject_pg_full,9,minusF_plusG1_minusG2,The report suggested that the painting of will probably fascinate Nina soon.
subject_pg_full,9,minusF_minusG1_plusG2,The report suggested that the painting of the professor will probably fascinate soon.
subject_pg_full,9,minusF_minusG1_minusG2,The report suggested that the painting of the professor will probably fascinate Nina soon.
subject_pg_full,10,plusF_plusG1_plusG2,It is clear who the description of might disturb eventually.
subject_pg_full,10,plusF_plusG1_minusG2,It is clear who the description of might disturb Ben eventually.
subject_pg_full,10,plusF_minusG1_plusG2,It is clear who the description of the consultant might disturb eventually.
subject_pg_full,10,plusF_minusG1_minusG2,It is clear who the description of the consultant might disturb Ben eventually.
subject_pg_full,10,minusF_plusG1_plusG2,It is clear that the description of might disturb eventually.
subject_pg_full,10,minusF_plusG1_minusG2,It is clear that the description of might disturb Ben eventually.
subject_pg_full,10,minusF_minusG1_plusG2,It is clear that the description of the consultant might disturb eventually.
subject_pg_full,10,minusF_minusG1_minusG2,It is clear that the description of the consultant might disturb Ben eventually.
subject_pg_full,11,plusF_plusG1_plusG2,We heard who the summary of might impress eventually.
subject_pg_full,11,plusF_plusG1_minusG2,We heard who the summary of might impress the judges eventually.
subject_pg_full,11,plusF_minusG1_plusG2,We heard who the summary of the trial might impress eventually.
subject_pg_full,11,plusF_minusG1_minusG2,We heard who the summary of the trial might impress the judges eventually.
subject_pg_full,11,minusF_plusG1_plusG2,We heard that the summary of might impress eventually.
subject_pg_full,11,minusF_plusG1_minusG2,We heard that the summary of might impress the judges eventually.
subject_pg_full,11,minusF_minusG1_plusG2,We heard that the summary of the trial might impress eventually.
subject_pg_full,11,minusF_minusG1_minusG2,We heard that the summary of the trial might impress the judges eventually.
subject_pg_full,12,plusF_plusG1_plusG2,The intern saw who the diagram of could have confused yesterday.
subject_pg_full,12,plusF_plusG1_minusG2,The intern saw who the diagram of could have confused the new hire yesterday.
subject_pg_full,12,plusF_minusG1_plusG2,The intern saw who the diagram of the device could have confused yesterday.
subject_pg_full,12,plusF_minusG1_minusG2,The intern saw who the diagram of the device could have confused the new hire yesterday.
subject_pg_full,12,minusF_plusG1_plusG2,The intern saw that the diagram of could have confused yesterday.
subject_pg_full,12,minusF_plusG1_minusG2,The intern saw that the diagram of could have confused the new hire yesterday.
subject_pg_full,12,minusF_minusG1_plusG2,The intern saw that the diagram of the device could have confused yesterday.
subject_pg_full,12,minusF_minusG1_minusG2,The intern saw that the diagram of the device could have confused the new hire yesterday.
subject_pg_full,13,plusF_plusG1_plusG2,The committee read who the complaint about would likely anger greatly.
subject_pg_full,13,plusF_plusG1_minusG2,The committee read who the complaint about would likely anger the board greatly.
subject_pg_full,13,plusF_minusG1_plusG2,The committee read who the complaint about the director would likely anger greatly.
subject_pg_full,13,plusF_minusG1_minusG2,The committee read who the complaint about the director would likely anger the board greatly.
subject_pg_full,13,minusF_plusG1_plusG2,The committee read that the complaint about would likely anger greatly.
subject_pg_full,13,minusF_plusG1_minusG2,The committee read that the complaint about would likely anger the board greatly.
subject_pg_full,13,minusF_minusG1_plusG2,The committee read that the complaint about the director would likely anger greatly.
subject_pg_full,13,minusF_minusG1_minusG2,The committee read that the complaint about the director would likely anger the board greatly.
subject_pg_full,14,plusF_plusG1_plusG2,It is obvious who the testimony about is going to vindicate soon.
subject_pg_full,14,plusF_plusG1_minusG2,It is obvious who the testimony about is going to vindicate the defendant soon.
subject_pg_full,14,plusF_minusG1_plusG2,It is obvious who the testimony about the incident is going to vindicate soon.
subject_pg_full,14,plusF_minusG1_minusG2,It is obvious who the testimony about the incident is going to vindicate the defendant soon.
subject_pg_full,14,minusF_plusG1_plusG2,It is obvious that the testimony about is going to vindicate soon.
subject_pg_full,14,minusF_plusG1_minusG2,It is obvious that the testimony about is going to vindicate the defendant soon.
subject_pg_full,14,minusF_minusG1_plusG2,It is obvious that the testimony about the incident is going to vindicate soon.
subject_pg_full,14,minusF_minusG1_minusG2,It is obvious that the testimony about the incident is going to vindicate the defendant soon.
subject_pg_full,15,plusF_plusG1_plusG2,She knows who the biography of will probably feature eventually.
subject_pg_full,15,plusF_plusG1_minusG2,She knows who the biography of will probably feature the general eventually.
subject_pg_full,15,plusF_minusG1_plusG2,She knows who the biography of the war hero will probably feature eventually.
subject_pg_full,15,plusF_minusG1_minusG2,She knows who the biography of the war hero will probably feature the general eventually.
subject_pg_full,15,minusF_plusG1_plusG2,She knows that the biography of will probably feature eventually.
subject_pg_full,15,minusF_plusG1_minusG2,She knows that the biography of will probably feature the general eventually.
subject_pg_full,15,minusF_minusG1_plusG2,She knows that the biography of the war hero will probably feature eventually.
subject_pg_full,15,minusF_minusG1_minusG2,She knows that the biography of the war hero will probably feature the general eventually.
subject_pg_full,16,plusF_plusG1_plusG2,The students believed who the lecture about could bore immensely.
subject_pg_full,16,plusF_plusG1_minusG2,The students believed who the lecture about could bore the freshmen immensely.
subject_pg_full,16,plusF_minusG1_plusG2,The students believed who the lecture about linguistics could bore immensely.
subject_pg_full,16,plusF_minusG1_minusG2,The students believed who the lecture about linguistics could bore the freshmen immensely.
subject_pg_full,16,minusF_plusG1_plusG2,The students believed that the lecture about could bore immensely.
subject_pg_full,16,minusF_plusG1_minusG2,The students believed that the lecture about could bore the freshmen immensely.
subject_pg_full,16,minusF_minusG1_plusG2,The students believed that the lecture about linguistics could bore immensely.
subject_pg_full,16,minusF_minusG1_minusG2,The students believed that the lecture about linguistics could bore the freshmen immensely.
subject_pg_full,17,plusF_plusG1_plusG2,I understand who the review of is going to help today.
subject_pg_full,17,plusF_plusG1_minusG2,I understand who the review of is going to help the team today.
subject_pg_full,17,plusF_minusG1_plusG2,I understand who the review of the proposal is going to help today.
subject_pg_full,17,plusF_minusG1_minusG2,I understand who the review of the proposal is going to help the team today.
subject_pg_full,17,minusF_plusG1_plusG2,I understand that the review of is going to help today.
subject_pg_full,17,minusF_plusG1_minusG2,I understand that the review of is going to help the team today.
subject_pg_full,17,minusF_minusG1_plusG2,I understand that the review of the proposal is going to help today.
subject_pg_full,17,minusF_minusG1_minusG2,I understand that the review of the proposal is going to help the team today.
subject_pg_full,18,plusF_plusG1_plusG2,He saw who the caricature of was likely to offend greatly.
subject_pg_full,18,plusF_plusG1_minusG2,He saw who the caricature of was likely to offend the celebrity greatly.
subject_pg_full,18,plusF_minusG1_plusG2,He saw who the caricature of the politician was likely to offend greatly.
subject_pg_full,18,plusF_minusG1_minusG2,He saw who the caricature of the politician was likely to offend the celebrity greatly.
subject_pg_full,18,minusF_plusG1_plusG2,He saw that the caricature of was likely to offend greatly.
subject_pg_full,18,minusF_plusG1_minusG2,He saw that the caricature of was likely to offend the celebrity greatly.
subject_pg_full,18,minusF_minusG1_plusG2,He saw that the caricature of the politician was likely to offend greatly.
subject_pg_full,18,minusF_minusG1_minusG2,He saw that the caricature of the politician was likely to offend the celebrity greatly.
subject_pg_full,19,plusF_plusG1_plusG2,They know who the statement about is expected to clear soon.
subject_pg_full,19,plusF_plusG1_minusG2,They know who the statement about is expected to clear the suspect soon.
subject_pg_full,19,plusF_minusG1_plusG2,They know who the statement about the company is expected to clear soon.
subject_pg_full,19,plusF_minusG1_minusG2,They know who the statement about the company is expected to clear the suspect soon.
subject_pg_full,19,minusF_plusG1_plusG2,They know that the statement about is expected to clear soon.
subject_pg_full,19,minusF_plusG1_minusG2,They know that the statement about is expected to clear the suspect soon.
subject_pg_full,19,minusF_minusG1_plusG2,They know that the statement about the company is expected to clear soon.
subject_pg_full,19,minusF_minusG1_minusG2,They know that the statement about the company is expected to clear the suspect soon.
subject_pg_full,20,plusF_plusG1_plusG2,The producers heard who the script about might feature eventually.
subject_pg_full,20,plusF_plusG1_minusG2,The producers heard who the script about might feature the new actor eventually.
subject_pg_full,20,plusF_minusG1_plusG2,The producers heard who the script about the war might feature eventually.
subject_pg_full,20,plusF_minusG1_minusG2,The producers heard who the script about the war might feature the new actor eventually.
subject_pg_full,20,minusF_plusG1_plusG2,The producers heard that the script about might feature eventually.
subject_pg_full,20,minusF_plusG1_minusG2,The producers heard that the script about might feature the new actor eventually.
subject_pg_full,20,minusF_minusG1_plusG2,The producers heard that the script about the war might feature eventually.
subject_pg_full,20,minusF_minusG1_minusG2,The producers heard that the script about the war might feature the new actor eventually.
subject_pg_full,21,plusF_plusG1_plusG2,The critics saw who the review of seemed to praise highly.
subject_pg_full,21,plusF_plusG1_minusG2,The critics saw who the review of seemed to praise the lead actress highly.
subject_pg_full,21,plusF_minusG1_plusG2,The critics saw who the review of the film seemed to praise highly.
subject_pg_full,21,plusF_minusG1_minusG2,The critics saw who the review of the film seemed to praise the lead actress highly.
subject_pg_full,21,minusF_plusG1_plusG2,The critics saw that the review of seemed to praise highly.
subject_pg_full,21,minusF_plusG1_minusG2,The critics saw that the review of seemed to praise the lead actress highly.
subject_pg_full,21,minusF_minusG1_plusG2,The critics saw that the review of the film seemed to praise highly.
subject_pg_full,21,minusF_minusG1_minusG2,The critics saw that the review of the film seemed to praise the lead actress highly.
subject_pg_full,22,plusF_plusG1_plusG2,The town heard who the ordinance about was going to affect directly.
subject_pg_full,22,plusF_plusG1_minusG2,The town heard who the ordinance about was going to affect the shopkeepers directly.
subject_pg_full,22,plusF_minusG1_plusG2,The town heard who the ordinance about zoning was going to affect directly.
subject_pg_full,22,plusF_minusG1_minusG2,The town heard who the ordinance about zoning was going to affect the shopkeepers directly.
subject_pg_full,22,minusF_plusG1_plusG2,The town heard that the ordinance about was going to affect directly.
subject_pg_full,22,minusF_plusG1_minusG2,The town heard that the ordinance about was going to affect the shopkeepers directly.
subject_pg_full,22,minusF_minusG1_plusG2,The town heard that the ordinance about zoning was going to affect directly.
subject_pg_full,22,minusF_minusG1_minusG2,The town heard that the ordinance about zoning was going to affect the shopkeepers directly.
subject_pg_full,23,plusF_plusG1_plusG2,The family knew who the portrait of might have depicted accurately.
subject_pg_full,23,plusF_plusG1_minusG2,The family knew who the portrait of might have depicted the patriarch accurately.
subject_pg_full,23,plusF_minusG1_plusG2,The family knew who the portrait of their ancestor might have depicted accurately.
subject_pg_full,23,plusF_minusG1_minusG2,The family knew who the portrait of their ancestor might have depicted the patriarch accurately.
subject_pg_full,23,minusF_plusG1_plusG2,The family knew that the portrait of might have depicted accurately.
subject_pg_full,23,minusF_plusG1_minusG2,The family knew that the portrait of might have depicted the patriarch accurately.
subject_pg_full,23,minusF_minusG1_plusG2,The family knew that the portrait of their ancestor might have depicted accurately.
subject_pg_full,23,minusF_minusG1_minusG2,The family knew that the portrait of their ancestor might have depicted the patriarch accurately.
subject_pg_full,24,plusF_plusG1_plusG2,The professor understood who the theory about was likely to challenge soon.
subject_pg_full,24,plusF_plusG1_minusG2,The professor understood who the theory about was likely to challenge the establishment soon.
subject_pg_full,24,plusF_minusG1_plusG2,The professor understood who the theory about evolution was likely to challenge soon.
subject_pg_full,24,plusF_minusG1_minusG2,The professor understood who the theory about evolution was likely to challenge the establishment soon.
subject_pg_full,24,minusF_plusG1_plusG2,The professor understood that the theory about was likely to challenge soon.
subject_pg_full,24,minusF_plusG1_minusG2,The professor understood that the theory about was likely to challenge the establishment soon.
subject_pg_full,24,minusF_minusG1_plusG2,The professor understood that the theory about evolution was likely to challenge soon.
subject_pg_full,24,minusF_minusG1_minusG2,The professor understood that the theory about evolution was likely to challenge the establishment soon.
subject_pg_full,25,plusF_plusG1_plusG2,The spy revealed who the memo about could potentially expose this week.
subject_pg_full,25,plusF_plusG1_minusG2,The spy revealed who the memo about could potentially expose the director this week.
subject_pg_full,25,plusF_minusG1_plusG2,The spy revealed who the memo about the operation could potentially expose this week.
subject_pg_full,25,plusF_minusG1_minusG2,The spy revealed who the memo about the operation could potentially expose the director this week.
subject_pg_full,25,minusF_plusG1_plusG2,The spy revealed that the memo about could potentially expose this week.
subject_pg_full,25,minusF_plusG1_minusG2,The spy revealed that the memo about could potentially expose the director this week.
subject_pg_full,25,minusF_minusG1_plusG2,The spy revealed that the memo about the operation could potentially expose this week.
subject_pg_full,25,minusF_minusG1_minusG2,The spy revealed that the memo about the operation could potentially expose the director this week.
subject_pg_full,26,plusF_plusG1_plusG2,The jury saw who the evidence against seemed to implicate immediately.
subject_pg_full,26,plusF_plusG1_minusG2,The jury saw who the evidence against seemed to implicate the witness immediately.
subject_pg_full,26,plusF_minusG1_plusG2,The jury saw who the evidence against the defendant seemed to implicate immediately.
subject_pg_full,26,plusF_minusG1_minusG2,The jury saw who the evidence against the defendant seemed to implicate the witness immediately.
subject_pg_full,26,minusF_plusG1_plusG2,The jury saw that the evidence against seemed to implicate immediately.
subject_pg_full,26,minusF_plusG1_minusG2,The jury saw that the evidence against seemed to implicate the witness immediately.
subject_pg_full,26,minusF_minusG1_plusG2,The jury saw that the evidence against the defendant seemed to implicate immediately.
subject_pg_full,26,minusF_minusG1_minusG2,The jury saw that the evidence against the defendant seemed to implicate the witness immediately.
subject_pg_full,27,plusF_plusG1_plusG2,The class learned who the biography of had greatly inspired yesterday.
subject_pg_full,27,plusF_plusG1_minusG2,The class learned who the biography of had greatly inspired the students yesterday.
subject_pg_full,27,plusF_minusG1_plusG2,The class learned who the biography of the inventor had greatly inspired yesterday.
subject_pg_full,27,plusF_minusG1_minusG2,The class learned who the biography of the inventor had greatly inspired the students yesterday.
subject_pg_full,27,minusF_plusG1_plusG2,The class learned that the biography of had greatly inspired yesterday.
subject_pg_full,27,minusF_plusG1_minusG2,The class learned that the biography of had greatly inspired the students yesterday.
subject_pg_full,27,minusF_minusG1_plusG2,The class learned that the biography of the inventor had greatly inspired yesterday.
subject_pg_full,27,minusF_minusG1_minusG2,The class learned that the biography of the inventor had greatly inspired the students yesterday.
subject_pg_full,28,plusF_plusG1_plusG2,The general knew who the report on was going to enrage soon.
subject_pg_full,28,plusF_plusG1_minusG2,The general knew who the report on was going to enrage the president soon.
subject_pg_full,28,plusF_minusG1_plusG2,The general knew who the report on the mission was going to enrage soon.
subject_pg_full,28,plusF_minusG1_minusG2,The general knew who the report on the mission was going to enrage the president soon.
subject_pg_full,28,minusF_plusG1_plusG2,The general knew that the report on was going to enrage soon.
subject_pg_full,28,minusF_plusG1_minusG2,The general knew that the report on was going to enrage the president soon.
subject_pg_full,28,minusF_minusG1_plusG2,The general knew that the report on the mission was going to enrage soon.
subject_pg_full,28,minusF_minusG1_minusG2,The general knew that the report on the mission was going to enrage the president soon.
subject_pg_full,29,plusF_plusG1_plusG2,His friends heard who the joke about might have offended eventually.
subject_pg_full,29,plusF_plusG1_minusG2,His friends heard who the joke about might have offended the guests eventually.
subject_pg_full,29,plusF_minusG1_plusG2,His friends heard who the joke about the manager might have offended eventually.
subject_pg_full,29,plusF_minusG1_minusG2,His friends heard who the joke about the manager might have offended the guests eventually.
subject_pg_full,29,minusF_plusG1_plusG2,His friends heard that the joke about might have offended eventually.
subject_pg_full,29,minusF_plusG1_minusG2,His friends heard that the joke about might have offended the guests eventually.
subject_pg_full,29,minusF_minusG1_plusG2,His friends heard that the joke about the manager might have offended eventually.
subject_pg_full,29,minusF_minusG1_minusG2,His friends heard that the joke about the manager might have offended the guests eventually.
subject_pg_full,30,plusF_plusG1_plusG2,The shareholders wondered who the speculation about was likely to benefit most.
subject_pg_full,30,plusF_plusG1_minusG2,The shareholders wondered who the speculation about was likely to benefit the CEO most.
subject_pg_full,30,plusF_minusG1_plusG2,The shareholders wondered who the speculation about the merger was likely to benefit most.
subject_pg_full,30,plusF_minusG1_minusG2,The shareholders wondered who the speculation about the merger was likely to benefit the CEO most.
subject_pg_full,30,minusF_plusG1_plusG2,The shareholders wondered that the speculation about was likely to benefit most.
subject_pg_full,30,minusF_plusG1_minusG2,The shareholders wondered that the speculation about was likely to benefit the CEO most.
subject_pg_full,30,minusF_minusG1_plusG2,The shareholders wondered that the speculation about the merger was likely to benefit most.
subject_pg_full,30,minusF_minusG1_minusG2,The shareholders wondered that the speculation about the merger was likely to benefit the CEO most.
subject_pg_full,31,plusF_plusG1_plusG2,The professor read who the critique of was meant to challenge yesterday.
subject_pg_full,31,plusF_plusG1_minusG2,The professor read who the critique of was meant to challenge the student yesterday.
subject_pg_full,31,plusF_minusG1_plusG2,The professor read who the critique of the thesis was meant to challenge yesterday.
subject_pg_full,31,plusF_minusG1_minusG2,The professor read who the critique of the thesis was meant to challenge the student yesterday.
subject_pg_full,31,minusF_plusG1_plusG2,The professor read that the critique of was meant to challenge yesterday.
subject_pg_full,31,minusF_plusG1_minusG2,The professor read that the critique of was meant to challenge the student yesterday.
subject_pg_full,31,minusF_minusG1_plusG2,The professor read that the critique of the thesis was meant to challenge yesterday.
subject_pg_full,31,minusF_minusG1_minusG2,The professor read that the critique of the thesis was meant to challenge the student yesterday.
subject_pg_full,32,plusF_plusG1_plusG2,The publisher knew who the book about would surely inspire eventually.
subject_pg_full,32,plusF_plusG1_minusG2,The publisher knew who the book about would surely inspire the readers eventually.
subject_pg_full,32,plusF_minusG1_plusG2,The publisher knew who the book about the explorer would surely inspire eventually.
subject_pg_full,32,plusF_minusG1_minusG2,The publisher knew who the book about the explorer would surely inspire the readers eventually.
subject_pg_full,32,minusF_plusG1_plusG2,The publisher knew that the book about would surely inspire eventually.
subject_pg_full,32,minusF_plusG1_minusG2,The publisher knew that the book about would surely inspire the readers eventually.
subject_pg_full,32,minusF_minusG1_plusG2,The publisher knew that the book about the explorer would surely inspire eventually.
subject_pg_full,32,minusF_minusG1_minusG2,The publisher knew that the book about the explorer would surely inspire the readers eventually.
subject_pg_full,33,plusF_plusG1_plusG2,The office understood who the rumor about was intended to discredit completely.
subject_pg_full,33,plusF_plusG1_minusG2,The office understood who the rumor about was intended to discredit the new manager completely.
subject_pg_full,33,plusF_minusG1_plusG2,The office understood who the rumor about the merger was intended to discredit completely.
subject_pg_full,33,plusF_minusG1_minusG2,The office understood who the rumor about the merger was intended to discredit the new manager completely.
subject_pg_full,33,minusF_plusG1_plusG2,The office understood that the rumor about was intended to discredit completely.
subject_pg_full,33,minusF_plusG1_minusG2,The office understood that the rumor about was intended to discredit the new manager completely.
subject_pg_full,33,minusF_minusG1_plusG2,The office understood that the rumor about the merger was intended to discredit completely.
subject_pg_full,33,minusF_minusG1_minusG2,The office understood that the rumor about the merger was intended to discredit the new manager completely.
subject_pg_full,34,plusF_plusG1_plusG2,The agency confirmed who the statement about might exonerate soon.
subject_pg_full,34,plusF_plusG1_minusG2,The agency confirmed who the statement about might exonerate the official soon.
subject_pg_full,34,plusF_minusG1_plusG2,The agency confirmed who the statement about the incident might exonerate soon.
subject_pg_full,34,plusF_minusG1_minusG2,The agency confirmed who the statement about the incident might exonerate the official soon.
subject_pg_full,34,minusF_plusG1_plusG2,The agency confirmed that the statement about might exonerate soon.
subject_pg_full,34,minusF_plusG1_minusG2,The agency confirmed that the statement about might exonerate the official soon.
subject_pg_full,34,minusF_minusG1_plusG2,The agency confirmed that the statement about the incident might exonerate soon.
subject_pg_full,34,minusF_minusG1_minusG2,The agency confirmed that the statement about the incident might exonerate the official soon.
subject_pg_full,35,plusF_plusG1_plusG2,It seems who the discussion of is going to confuse eventually.
subject_pg_full,35,plusF_plusG1_minusG2,It seems who the discussion of is going to confuse the interns eventually.
subject_pg_full,35,plusF_minusG1_plusG2,It seems who the discussion of the new policy is going to confuse eventually.
subject_pg_full,35,plusF_minusG1_minusG2,It seems who the discussion of the new policy is going to confuse the interns eventually.
subject_pg_full,35,minusF_plusG1_plusG2,It seems that the discussion of is going to confuse eventually.
subject_pg_full,35,minusF_plusG1_minusG2,It seems that the discussion of is going to confuse the interns eventually.
subject_pg_full,35,minusF_minusG1_plusG2,It seems that the discussion of the new policy is going to confuse eventually.
subject_pg_full,35,minusF_minusG1_minusG2,It seems that the discussion of the new policy is going to confuse the interns eventually.
subject_pg_full,36,plusF_plusG1_plusG2,The teacher read who the report on was meant to praise today.
subject_pg_full,36,plusF_plusG1_minusG2,The teacher read who the report on was meant to praise the quiet student today.
subject_pg_full,36,plusF_minusG1_plusG2,The teacher read who the report on the field trip was meant to praise today.
subject_pg_full,36,plusF_minusG1_minusG2,The teacher read who the report on the field trip was meant to praise the quiet student today.
subject_pg_full,36,minusF_plusG1_plusG2,The teacher read that the report on was meant to praise today.
subject_pg_full,36,minusF_plusG1_minusG2,The teacher read that the report on was meant to praise the quiet student today.
subject_pg_full,36,minusF_minusG1_plusG2,The teacher read that the report on the field trip was meant to praise today.
subject_pg_full,36,minusF_minusG1_minusG2,The teacher read that the report on the field trip was meant to praise the quiet student today.
subject_pg_full,37,plusF_plusG1_plusG2,The historian saw who the painting of had captured perfectly.
subject_pg_full,37,plusF_plusG1_minusG2,The historian saw who the painting of had captured the queen perfectly.
subject_pg_full,37,plusF_minusG1_plusG2,The historian saw who the painting of the king had captured perfectly.
subject_pg_full,37,plusF_minusG1_minusG2,The historian saw who the painting of the king had captured the queen perfectly.
subject_pg_full,37,minusF_plusG1_plusG2,The historian saw that the painting of had captured perfectly.
subject_pg_full,37,minusF_plusG1_minusG2,The historian saw that the painting of had captured the queen perfectly.
subject_pg_full,37,minusF_minusG1_plusG2,The historian saw that the painting of the king had captured perfectly.
subject_pg_full,37,minusF_minusG1_minusG2,The historian saw that the painting of the king had captured the queen perfectly.
subject_pg_full,38,plusF_plusG1_plusG2,The journal published who the theory about was intended to challenge soon.
subject_pg_full,38,plusF_plusG1_minusG2,The journal published who the theory about was intended to challenge the old guard soon.
