sentence_type,item_id,condition,critical_region_name,critical_region_text,aggregated_surprisal_bits,original_full_sentence
lan_parasitic_gap,5,MINUS_FILLER_PLUS_GAP,soon,soon,23.26264674,I know that Bob's talking to Mary is about to bother soon .
lan_parasitic_gap,5,PLUS_FILLER_MINUS_GAP,you,you,4.13821636,I know who Bob's talking to is about to bother you soon .
lan_parasitic_gap,5,MINUS_FILLER_MINUS_GAP,you,you,5.08110990,I know that Bob's talking to Mary is about to bother you soon .
lan_parasitic_gap,6,PLUS_FILLER_PLUS_GAP,soon,soon,22.97648529,I know who Bob's talking to is about to bother soon .
lan_parasitic_gap,6,MINUS_FILLER_PLUS_GAP,soon,soon,23.26264674,I know that Bob's talking to Mary is about to bother soon .
lan_parasitic_gap,6,PLUS_FILLER_MINUS_GAP,us,us,7.00875245,I know who Bob's talking to is about to bother us soon .
lan_parasitic_gap,6,MINUS_FILLER_MINUS_GAP,us,us,6.57863456,I know that Bob's talking to Mary is about to bother us soon .
lan_parasitic_gap,7,PLUS_FILLER_PLUS_GAP,eventually,eventually,23.07982987,I know who Bob's talking to is about to bother eventually .
lan_parasitic_gap,7,MINUS_FILLER_PLUS_GAP,eventually,eventually,23.68887079,I know that Bob's talking to Mary is about to bother eventually .
lan_parasitic_gap,7,PLUS_FILLER_MINUS_GAP,us,us,7.00875245,I know who Bob's talking to is about to bother us eventually .
lan_parasitic_gap,7,MINUS_FILLER_MINUS_GAP,us,us,6.57863456,I know that Bob's talking to Mary is about to bother us eventually .
lan_parasitic_gap,8,PLUS_FILLER_PLUS_GAP,eventually,eventually,23.07982987,I know who Bob's talking to is about to bother eventually .
lan_parasitic_gap,8,MINUS_FILLER_PLUS_GAP,eventually,eventually,23.68887079,I know that Bob's talking to Mary is about to bother eventually .
lan_parasitic_gap,8,PLUS_FILLER_MINUS_GAP,Kim,Kim,19.50932122,I know who Bob's talking to is about to bother Kim eventually .
lan_parasitic_gap,8,MINUS_FILLER_MINUS_GAP,Kim,Kim,20.15949050,I know that Bob's talking to Mary is about to bother Kim eventually .
lan_parasitic_gap,9,PLUS_FILLER_PLUS_GAP,eventually,eventually,23.07982987,I know who Bob's talking to is about to bother eventually .
lan_parasitic_gap,9,MINUS_FILLER_PLUS_GAP,eventually,eventually,23.68887079,I know that Bob's talking to Mary is about to bother eventually .
lan_parasitic_gap,9,PLUS_FILLER_MINUS_GAP,you,you,4.13821636,I know who Bob's talking to is about to bother you eventually .
lan_parasitic_gap,9,MINUS_FILLER_MINUS_GAP,you,you,5.08110990,I know that Bob's talking to Mary is about to bother you eventually .
lan_parasitic_gap,10,PLUS_FILLER_PLUS_GAP,eventually,eventually,23.07982987,I know who Bob's talking to is about to bother eventually .
lan_parasitic_gap,10,MINUS_FILLER_PLUS_GAP,eventually,eventually,23.37210546,I know that Bob's talking to Jennifer is about to bother eventually .
lan_parasitic_gap,10,PLUS_FILLER_MINUS_GAP,us,us,7.00875245,I know who Bob's talking to is about to bother us eventually .
lan_parasitic_gap,10,MINUS_FILLER_MINUS_GAP,us,us,6.60424673,I know that Bob's talking to Jennifer is about to bother us eventually .
lan_parasitic_gap,11,PLUS_FILLER_PLUS_GAP,eventually,eventually,23.07982987,I know who Bob's talking to is about to bother eventually .
lan_parasitic_gap,11,MINUS_FILLER_PLUS_GAP,eventually,eventually,23.37210546,I know that Bob's talking to Jennifer is about to bother eventually .
lan_parasitic_gap,11,PLUS_FILLER_MINUS_GAP,Kim,Kim,19.50932122,I know who Bob's talking to is about to bother Kim eventually .
lan_parasitic_gap,11,MINUS_FILLER_MINUS_GAP,Kim,Kim,19.20574645,I know that Bob's talking to Jennifer is about to bother Kim eventually .
lan_parasitic_gap,12,PLUS_FILLER_PLUS_GAP,eventually,eventually,23.07982987,I know who Bob's talking to is about to bother eventually .
lan_parasitic_gap,12,MINUS_FILLER_PLUS_GAP,eventually,eventually,23.37210546,I know that Bob's talking to Jennifer is about to bother eventually .
lan_parasitic_gap,12,PLUS_FILLER_MINUS_GAP,you,you,4.13821636,I know who Bob's talking to is about to bother you eventually .
lan_parasitic_gap,12,MINUS_FILLER_MINUS_GAP,you,you,5.77248976,I know that Bob's talking to Jennifer is about to bother you eventually .
lan_parasitic_gap,13,PLUS_FILLER_PLUS_GAP,soon,soon,24.52285673,I know who Bob's talking to is about to annoy soon .
lan_parasitic_gap,13,MINUS_FILLER_PLUS_GAP,soon,soon,24.64419892,I know that Bob's talking to Jennifer is about to annoy soon .
lan_parasitic_gap,13,PLUS_FILLER_MINUS_GAP,Kim,Kim,18.80558757,I know who Bob's talking to is about to annoy Kim soon .
lan_parasitic_gap,13,MINUS_FILLER_MINUS_GAP,Kim,Kim,17.97164491,I know that Bob's talking to Jennifer is about to annoy Kim soon .
lan_parasitic_gap,14,PLUS_FILLER_PLUS_GAP,soon,soon,24.52285673,I know who Bob's talking to is about to annoy soon .
lan_parasitic_gap,14,MINUS_FILLER_PLUS_GAP,soon,soon,24.64419892,I know that Bob's talking to Jennifer is about to annoy soon .
lan_parasitic_gap,14,PLUS_FILLER_MINUS_GAP,you,you,4.97323093,I know who Bob's talking to is about to annoy you soon .
lan_parasitic_gap,14,MINUS_FILLER_MINUS_GAP,you,you,7.40513147,I know that Bob's talking to Jennifer is about to annoy you soon .
lan_parasitic_gap,15,PLUS_FILLER_PLUS_GAP,soon,soon,24.52285673,I know who Bob's talking to is about to annoy soon .
lan_parasitic_gap,15,MINUS_FILLER_PLUS_GAP,soon,soon,24.64419892,I know that Bob's talking to Jennifer is about to annoy soon .
lan_parasitic_gap,15,PLUS_FILLER_MINUS_GAP,us,us,7.29083973,I know who Bob's talking to is about to annoy us soon .
lan_parasitic_gap,15,MINUS_FILLER_MINUS_GAP,us,us,7.51990796,I know that Bob's talking to Jennifer is about to annoy us soon .
lan_parasitic_gap,16,PLUS_FILLER_PLUS_GAP,soon,soon,24.52285673,I know who Bob's talking to is about to annoy soon .
lan_parasitic_gap,16,MINUS_FILLER_PLUS_GAP,soon,soon,24.30456254,I know that Bob's talking to Mary is about to annoy soon .
lan_parasitic_gap,16,PLUS_FILLER_MINUS_GAP,Kim,Kim,18.80558757,I know who Bob's talking to is about to annoy Kim soon .
lan_parasitic_gap,16,MINUS_FILLER_MINUS_GAP,Kim,Kim,19.75880936,I know that Bob's talking to Mary is about to annoy Kim soon .
lan_parasitic_gap,17,PLUS_FILLER_PLUS_GAP,soon,soon,24.52285673,I know who Bob's talking to is about to annoy soon .
lan_parasitic_gap,17,MINUS_FILLER_PLUS_GAP,soon,soon,24.30456254,I know that Bob's talking to Mary is about to annoy soon .
lan_parasitic_gap,17,PLUS_FILLER_MINUS_GAP,you,you,4.97323093,I know who Bob's talking to is about to annoy you soon .
lan_parasitic_gap,17,MINUS_FILLER_MINUS_GAP,you,you,6.67644496,I know that Bob's talking to Mary is about to annoy you soon .
lan_parasitic_gap,18,PLUS_FILLER_PLUS_GAP,soon,soon,24.52285673,I know who Bob's talking to is about to annoy soon .
lan_parasitic_gap,18,MINUS_FILLER_PLUS_GAP,soon,soon,24.30456254,I know that Bob's talking to Mary is about to annoy soon .
lan_parasitic_gap,18,PLUS_FILLER_MINUS_GAP,us,us,7.29083973,I know who Bob's talking to is about to annoy us soon .
lan_parasitic_gap,18,MINUS_FILLER_MINUS_GAP,us,us,7.30711910,I know that Bob's talking to Mary is about to annoy us soon .
lan_parasitic_gap,19,PLUS_FILLER_PLUS_GAP,eventually,eventually,27.58580650,I know who Bob's talking to is about to annoy eventually .
lan_parasitic_gap,19,MINUS_FILLER_PLUS_GAP,eventually,eventually,26.84826617,I know that Bob's talking to Mary is about to annoy eventually .
lan_parasitic_gap,19,PLUS_FILLER_MINUS_GAP,us,us,7.29083973,I know who Bob's talking to is about to annoy us eventually .
lan_parasitic_gap,19,MINUS_FILLER_MINUS_GAP,us,us,7.30711910,I know that Bob's talking to Mary is about to annoy us eventually .
lan_parasitic_gap,20,PLUS_FILLER_PLUS_GAP,eventually,eventually,27.58580650,I know who Bob's talking to is about to annoy eventually .
lan_parasitic_gap,20,MINUS_FILLER_PLUS_GAP,eventually,eventually,26.84826617,I know that Bob's talking to Mary is about to annoy eventually .
lan_parasitic_gap,20,PLUS_FILLER_MINUS_GAP,Kim,Kim,18.80558757,I know who Bob's talking to is about to annoy Kim eventually .
lan_parasitic_gap,20,MINUS_FILLER_MINUS_GAP,Kim,Kim,19.75880936,I know that Bob's talking to Mary is about to annoy Kim eventually .
lan_parasitic_gap,21,PLUS_FILLER_PLUS_GAP,eventually,eventually,27.58580650,I know who Bob's talking to is about to annoy eventually .
lan_parasitic_gap,21,MINUS_FILLER_PLUS_GAP,eventually,eventually,26.84826617,I know that Bob's talking to Mary is about to annoy eventually .
lan_parasitic_gap,21,PLUS_FILLER_MINUS_GAP,you,you,4.97323093,I know who Bob's talking to is about to annoy you eventually .
lan_parasitic_gap,21,MINUS_FILLER_MINUS_GAP,you,you,6.67644496,I know that Bob's talking to Mary is about to annoy you eventually .
N/A (No BPE match),22,PLUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),22,MINUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),22,PLUS_FILLER_MINUS_GAP,us,us,,N/A (No BPE match)
N/A (No BPE match),22,MINUS_FILLER_MINUS_GAP,us,us,,N/A (No BPE match)
N/A (No BPE match),23,PLUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),23,MINUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),23,PLUS_FILLER_MINUS_GAP,Kim,Kim,,N/A (No BPE match)
N/A (No BPE match),23,MINUS_FILLER_MINUS_GAP,Kim,Kim,,N/A (No BPE match)
N/A (No BPE match),24,PLUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),24,MINUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),24,PLUS_FILLER_MINUS_GAP,you,you,,N/A (No BPE match)
N/A (No BPE match),24,MINUS_FILLER_MINUS_GAP,you,you,,N/A (No BPE match)
N/A (No BPE match),25,PLUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),25,MINUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),25,PLUS_FILLER_MINUS_GAP,you,you,,N/A (No BPE match)
N/A (No BPE match),25,MINUS_FILLER_MINUS_GAP,you,you,,N/A (No BPE match)
N/A (No BPE match),26,PLUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),26,MINUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),26,PLUS_FILLER_MINUS_GAP,us,us,,N/A (No BPE match)
N/A (No BPE match),26,MINUS_FILLER_MINUS_GAP,us,us,,N/A (No BPE match)
N/A (No BPE match),27,PLUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),27,MINUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),27,PLUS_FILLER_MINUS_GAP,Kim,Kim,,N/A (No BPE match)
N/A (No BPE match),27,MINUS_FILLER_MINUS_GAP,Kim,Kim,,N/A (No BPE match)
N/A (No BPE match),28,PLUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),28,MINUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),28,PLUS_FILLER_MINUS_GAP,you,you,,N/A (No BPE match)
N/A (No BPE match),28,MINUS_FILLER_MINUS_GAP,you,you,,N/A (No BPE match)
N/A (No BPE match),29,PLUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),29,MINUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),29,PLUS_FILLER_MINUS_GAP,us,us,,N/A (No BPE match)
N/A (No BPE match),29,MINUS_FILLER_MINUS_GAP,us,us,,N/A (No BPE match)
N/A (No BPE match),30,PLUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),30,MINUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),30,PLUS_FILLER_MINUS_GAP,Kim,Kim,,N/A (No BPE match)
N/A (No BPE match),30,MINUS_FILLER_MINUS_GAP,Kim,Kim,,N/A (No BPE match)
N/A (No BPE match),31,PLUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),31,MINUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),31,PLUS_FILLER_MINUS_GAP,Kim,Kim,,N/A (No BPE match)
N/A (No BPE match),31,MINUS_FILLER_MINUS_GAP,Kim,Kim,,N/A (No BPE match)
N/A (No BPE match),32,PLUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),32,MINUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),32,PLUS_FILLER_MINUS_GAP,us,us,,N/A (No BPE match)
N/A (No BPE match),32,MINUS_FILLER_MINUS_GAP,us,us,,N/A (No BPE match)
N/A (No BPE match),33,PLUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),33,MINUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),33,PLUS_FILLER_MINUS_GAP,you,you,,N/A (No BPE match)
N/A (No BPE match),33,MINUS_FILLER_MINUS_GAP,you,you,,N/A (No BPE match)
N/A (No BPE match),34,PLUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),34,MINUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),34,PLUS_FILLER_MINUS_GAP,Kim,Kim,,N/A (No BPE match)
N/A (No BPE match),34,MINUS_FILLER_MINUS_GAP,Kim,Kim,,N/A (No BPE match)
N/A (No BPE match),35,PLUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),35,MINUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),35,PLUS_FILLER_MINUS_GAP,us,us,,N/A (No BPE match)
N/A (No BPE match),35,MINUS_FILLER_MINUS_GAP,us,us,,N/A (No BPE match)
N/A (No BPE match),36,PLUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),36,MINUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),36,PLUS_FILLER_MINUS_GAP,you,you,,N/A (No BPE match)
N/A (No BPE match),36,MINUS_FILLER_MINUS_GAP,you,you,,N/A (No BPE match)
N/A (No BPE match),37,PLUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),37,MINUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),37,PLUS_FILLER_MINUS_GAP,us,us,,N/A (No BPE match)
N/A (No BPE match),37,MINUS_FILLER_MINUS_GAP,us,us,,N/A (No BPE match)
N/A (No BPE match),38,PLUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),38,MINUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),38,PLUS_FILLER_MINUS_GAP,Kim,Kim,,N/A (No BPE match)
N/A (No BPE match),38,MINUS_FILLER_MINUS_GAP,Kim,Kim,,N/A (No BPE match)
N/A (No BPE match),39,PLUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),39,MINUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),39,PLUS_FILLER_MINUS_GAP,you,you,,N/A (No BPE match)
N/A (No BPE match),39,MINUS_FILLER_MINUS_GAP,you,you,,N/A (No BPE match)
N/A (No BPE match),40,PLUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),40,MINUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),40,PLUS_FILLER_MINUS_GAP,us,us,,N/A (No BPE match)
N/A (No BPE match),40,MINUS_FILLER_MINUS_GAP,us,us,,N/A (No BPE match)
N/A (No BPE match),41,PLUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),41,MINUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),41,PLUS_FILLER_MINUS_GAP,Kim,Kim,,N/A (No BPE match)
N/A (No BPE match),41,MINUS_FILLER_MINUS_GAP,Kim,Kim,,N/A (No BPE match)
N/A (No BPE match),42,PLUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),42,MINUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),42,PLUS_FILLER_MINUS_GAP,you,you,,N/A (No BPE match)
N/A (No BPE match),42,MINUS_FILLER_MINUS_GAP,you,you,,N/A (No BPE match)
N/A (No BPE match),43,PLUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),43,MINUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),43,PLUS_FILLER_MINUS_GAP,you,you,,N/A (No BPE match)
N/A (No BPE match),43,MINUS_FILLER_MINUS_GAP,you,you,,N/A (No BPE match)
N/A (No BPE match),44,PLUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),44,MINUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),44,PLUS_FILLER_MINUS_GAP,us,us,,N/A (No BPE match)
N/A (No BPE match),44,MINUS_FILLER_MINUS_GAP,us,us,,N/A (No BPE match)
N/A (No BPE match),45,PLUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),45,MINUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),45,PLUS_FILLER_MINUS_GAP,Kim,Kim,,N/A (No BPE match)
N/A (No BPE match),45,MINUS_FILLER_MINUS_GAP,Kim,Kim,,N/A (No BPE match)
N/A (No BPE match),46,PLUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),46,MINUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),46,PLUS_FILLER_MINUS_GAP,you,you,,N/A (No BPE match)
N/A (No BPE match),46,MINUS_FILLER_MINUS_GAP,you,you,,N/A (No BPE match)
N/A (No BPE match),47,PLUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),47,MINUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),47,PLUS_FILLER_MINUS_GAP,us,us,,N/A (No BPE match)
N/A (No BPE match),47,MINUS_FILLER_MINUS_GAP,us,us,,N/A (No BPE match)
N/A (No BPE match),48,PLUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),48,MINUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),48,PLUS_FILLER_MINUS_GAP,Kim,Kim,,N/A (No BPE match)
N/A (No BPE match),48,MINUS_FILLER_MINUS_GAP,Kim,Kim,,N/A (No BPE match)
N/A (No BPE match),49,PLUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),49,MINUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),49,PLUS_FILLER_MINUS_GAP,you,you,,N/A (No BPE match)
N/A (No BPE match),49,MINUS_FILLER_MINUS_GAP,you,you,,N/A (No BPE match)
N/A (No BPE match),50,PLUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),50,MINUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),50,PLUS_FILLER_MINUS_GAP,us,us,,N/A (No BPE match)
N/A (No BPE match),50,MINUS_FILLER_MINUS_GAP,us,us,,N/A (No BPE match)
N/A (No BPE match),51,PLUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),51,MINUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),51,PLUS_FILLER_MINUS_GAP,Kim,Kim,,N/A (No BPE match)
N/A (No BPE match),51,MINUS_FILLER_MINUS_GAP,Kim,Kim,,N/A (No BPE match)
N/A (No BPE match),52,PLUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),52,MINUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),52,PLUS_FILLER_MINUS_GAP,you,you,,N/A (No BPE match)
N/A (No BPE match),52,MINUS_FILLER_MINUS_GAP,you,you,,N/A (No BPE match)
N/A (No BPE match),53,PLUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),53,MINUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),53,PLUS_FILLER_MINUS_GAP,us,us,,N/A (No BPE match)
N/A (No BPE match),53,MINUS_FILLER_MINUS_GAP,us,us,,N/A (No BPE match)
N/A (No BPE match),54,PLUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),54,MINUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),54,PLUS_FILLER_MINUS_GAP,Kim,Kim,,N/A (No BPE match)
N/A (No BPE match),54,MINUS_FILLER_MINUS_GAP,Kim,Kim,,N/A (No BPE match)
N/A (No BPE match),55,PLUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),55,MINUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),55,PLUS_FILLER_MINUS_GAP,us,us,,N/A (No BPE match)
N/A (No BPE match),55,MINUS_FILLER_MINUS_GAP,us,us,,N/A (No BPE match)
N/A (No BPE match),56,PLUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),56,MINUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),56,PLUS_FILLER_MINUS_GAP,Kim,Kim,,N/A (No BPE match)
N/A (No BPE match),56,MINUS_FILLER_MINUS_GAP,Kim,Kim,,N/A (No BPE match)
N/A (No BPE match),57,PLUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),57,MINUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),57,PLUS_FILLER_MINUS_GAP,you,you,,N/A (No BPE match)
N/A (No BPE match),57,MINUS_FILLER_MINUS_GAP,you,you,,N/A (No BPE match)
N/A (No BPE match),58,PLUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),58,MINUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),58,PLUS_FILLER_MINUS_GAP,us,us,,N/A (No BPE match)
N/A (No BPE match),58,MINUS_FILLER_MINUS_GAP,us,us,,N/A (No BPE match)
N/A (No BPE match),59,PLUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),59,MINUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),59,PLUS_FILLER_MINUS_GAP,Kim,Kim,,N/A (No BPE match)
N/A (No BPE match),59,MINUS_FILLER_MINUS_GAP,Kim,Kim,,N/A (No BPE match)
N/A (No BPE match),60,PLUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),60,MINUS_FILLER_PLUS_GAP,eventually,eventually,,N/A (No BPE match)
N/A (No BPE match),60,PLUS_FILLER_MINUS_GAP,you,you,,N/A (No BPE match)
N/A (No BPE match),60,MINUS_FILLER_MINUS_GAP,you,you,,N/A (No BPE match)
N/A (No BPE match),61,PLUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),61,MINUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),61,PLUS_FILLER_MINUS_GAP,Kim,Kim,,N/A (No BPE match)
N/A (No BPE match),61,MINUS_FILLER_MINUS_GAP,Kim,Kim,,N/A (No BPE match)
N/A (No BPE match),62,PLUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),62,MINUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),62,PLUS_FILLER_MINUS_GAP,you,you,,N/A (No BPE match)
N/A (No BPE match),62,MINUS_FILLER_MINUS_GAP,you,you,,N/A (No BPE match)
N/A (No BPE match),63,PLUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),63,MINUS_FILLER_PLUS_GAP,soon,soon,,N/A (No BPE match)
N/A (No BPE match),63,PLUS_FILLER_MINUS_GAP,us,us,,N/A (No BPE match)
N/A (No BPE match),63,MINUS_FILLER_MINUS_GAP,us,us,,N/A (No BPE match)
